Fecha;NT_IPC;NT_IPP;C_IPC;C_IPP;FMI;ITCR_C
1/02/2015;114.41 ;112.64 ;114.96 ;113.65 ;118.18 ;116.73 
1/03/2015;119.66 ;115.66 ;120.34 ;116.77 ;123.82 ;120.89 
1/04/2015;115.72 ;112.75 ;116.23 ;113.61 ;119.91 ;117.22 
1/05/2015;113.79 ;112.01 ;114.57 ;113.13 ;117.92 ;114.58 
1/06/2015;119.27 ;116.28 ;120.01 ;117.48 ;123.47 ;119.96 
1/07/2015;126.98 ;121.86 ;127.65 ;123.08 ;131.20 ;126.19 
1/08/2015;138.45 ;129.60 ;139.17 ;130.91 ;141.82 ;135.41 
1/09/2015;138.97 ;129.27 ;139.72 ;130.45 ;141.69 ;132.66 
1/10/2015;133.10 ;123.43 ;133.57 ;124.44 ;135.69 ;127.23 
1/11/2015;134.15 ;123.09 ;134.49 ;124.02 ;136.05 ;129.46 
1/12/2015;143.60 ;129.89 ;144.04 ;130.87 ;146.50 ;138.50 
1/01/2016;141.84 ;130.47 ;142.42 ;131.39 ;144.92 ;136.89 
1/02/2016;144.31 ;132.25 ;144.87 ;133.11 ;148.21 ;139.66 
1/03/2016;136.02 ;125.97 ;136.44 ;126.69 ;139.34 ;133.22 
1/04/2016;130.11 ;121.44 ;130.53 ;122.15 ;134.30 ;128.31 
1/05/2016;128.34 ;119.98 ;128.82 ;120.74 ;133.32 ;127.53 
1/06/2016;127.39 ;119.38 ;127.99 ;120.30 ;133.14 ;128.33 
1/07/2016;125.62 ;118.54 ;126.18 ;119.40 ;131.07 ;128.21 
1/08/2016;126.54 ;120.24 ;127.08 ;121.06 ;132.48 ;129.60 
1/09/2016;124.28 ;118.71 ;124.90 ;119.60 ;130.17 ;127.49 
1/10/2016;125.02 ;118.71 ;125.53 ;119.55 ;130.50 ;129.05 
1/11/2016;130.58 ;122.87 ;131.26 ;123.89 ;135.82 ;134.79 
1/12/2016;125.22 ;120.23 ;125.89 ;121.22 ;130.62 ;129.61 
1/01/2017;122.19 ;120.71 ;122.83 ;121.50 ;127.77 ;127.12 
1/02/2017;119.66 ;119.60 ;120.17 ;120.29 ;125.86 ;125.00 
1/03/2017;122.50 ;121.77 ;122.79 ;122.34 ;128.97 ;127.65 
1/04/2017;119.94 ;119.93 ;120.22 ;120.57 ;126.54 ;124.55 
1/05/2017;122.04 ;121.57 ;122.37 ;122.32 ;128.94 ;126.08 
1/06/2017;122.93 ;122.27 ;123.51 ;123.32 ;131.00 ;127.23 
1/07/2017;127.51 ;125.90 ;128.04 ;126.96 ;135.39 ;132.34 
1/08/2017;125.67 ;124.11 ;126.26 ;125.18 ;133.72 ;130.31 
1/09/2017;124.22 ;123.31 ;124.74 ;124.30 ;131.97 ;128.18 
1/10/2017;125.13 ;123.61 ;125.68 ;124.65 ;132.02 ;129.04 
1/11/2017;127.95 ;125.57 ;128.38 ;126.54 ;134.30 ;131.06 
1/12/2017;127.26 ;125.90 ;127.50 ;126.64 ;133.44 ;129.85 
1/01/2018;123.37 ;125.45 ;123.57 ;125.96 ;129.87 ;125.26 
1/02/2018;119.69 ;121.97 ;120.80 ;123.42 ;130.41 ;124.17 
1/03/2018;119.02 ;120.82 ;120.23 ;122.38 ;129.79 ;123.24 
1/04/2018;115.04 ;117.43 ;116.30 ;119.01 ;125.48 ;118.35 
1/05/2018;117.02 ;119.26 ;118.41 ;120.97 ;126.49 ;119.88 
1/06/2018;117.49 ;119.89 ;118.80 ;121.53 ;126.33 ;120.22 
1/07/2018;117.66 ;119.72 ;118.81 ;121.20 ;125.41 ;120.18 
1/08/2018;116.80 ;118.52 ;118.73 ;120.80 ;127.56 ;122.11 
1/09/2018;118.89 ;120.12 ;121.12 ;122.56 ;129.94 ;123.64 
1/10/2018;121.92 ;121.84 ;123.81 ;123.94 ;131.78 ;126.78 
1/11/2018;126.38 ;125.39 ;128.22 ;127.39 ;135.37 ;130.97 
1/12/2018;125.56 ;124.76 ;127.57 ;126.82 ;135.65 ;130.76 
1/01/2019;124.32 ;125.67 ;126.16 ;127.59 ;135.21 ;129.82 
1/02/2019;122.15 ;123.58 ;123.98 ;125.47 ;133.22 ;127.54 
1/03/2019;122.80 ;123.68 ;124.65 ;125.61 ;133.45 ;127.19 
1/04/2019;123.99 ;124.11 ;125.83 ;126.03 ;134.54 ;128.35 
1/05/2019;128.85 ;127.42 ;130.81 ;129.41 ;139.20 ;133.21 
1/06/2019;126.85 ;125.42 ;128.79 ;127.31 ;137.43 ;131.36 
1/07/2019;125.68 ;123.10 ;127.63 ;124.90 ;135.41 ;130.35 
1/08/2019;130.76 ;126.78 ;133.10 ;128.75 ;141.40 ;135.58 
1/09/2019;129.14 ;125.07 ;131.49 ;127.02 ;139.67 ;133.62 
1/10/2019;131.67 ;126.29 ;134.27 ;128.36 ;141.73 ;135.61 
1/11/2019;130.87 ;125.70 ;133.57 ;127.80 ;140.14 ;134.64 
1/12/2019;129.90 ;125.56 ;132.54 ;127.61 ;140.53 ;134.43 
1/01/2020;128.11 ;126.32 ;130.64 ;128.45 ;138.38 ;132.08 
1/02/2020;129.70 ;127.50 ;132.30 ;129.62 ;140.49 ;133.50 
1/03/2020;142.90 ;138.69 ;146.12 ;141.16 ;154.69 ;144.96 
1/04/2020;143.70 ;138.02 ;146.97 ;140.53 ;155.65 ;145.08 
1/05/2020;139.70 ;134.13 ;142.93 ;136.60 ;151.01 ;139.76 
1/06/2020;136.90 ;130.92 ;139.57 ;132.92 ;148.12 ;137.67 
1/07/2020;136.81 ;131.43 ;139.41 ;133.42 ;147.15 ;136.06 
1/08/2020;142.54 ;136.59 ;145.22 ;138.57 ;153.26 ;140.68 
1/09/2020;141.40 ;135.95 ;144.03 ;137.87 ;;139.09 
